,0
210299,Q9FFL1
43363,P24462
318007,Q9UII5
98669,B0RSL9
43560,B6ISW6
159530,Q4FM88
130723,Q1GZI1
35097,P0DKQ6
93025,B7KIE0
62519,Q88VM0
134201,P44960
274851,Q3AMQ5
289173,Q6DFV8
48157,Q94A94
221711,O33431
300613,A2SRZ6
75559,Q9X5F5
250838,Q048G7
170493,Q9HBE1
169077,P47446
254979,Q5PCU4
42253,A5EVQ4
180886,Q9SR01
104975,P26461
26390,Q6GDE0
60784,Q06801
56905,P9WNE8
287467,Q5GH77
242608,Q1ECS0
312387,B2B5V0
236115,B8IZ97
172388,P47542
228003,A4T3Z0
108619,Q5CZK3
105111,P42269
75160,D2XNQ9
305462,Q8FE91
189447,B3E6F9
117617,Q8S905
114710,B4S6N3
280754,B1VHT2
288594,Q9CPH5
206876,A2C733
117519,B5Y8S5
221417,A6TRJ1
127131,Q0VPI1
117239,Q6FEQ6
147399,P34480
208930,B3QMQ8
112676,G5EDT6
168370,Q5XI02
25845,P02745
10807,Q836J8
11100,Q9WVH6
254108,B0URM9
175459,Q20ET6
36478,P45961
10399,D4GYG3
46713,Q8T0W2
178458,Q2S8V8
72122,Q9LJU6
174705,Q9FJR5
77289,Q9M190
19286,Q5AW93
234540,Q1GN81
300545,P71360
31283,Q6F5E8
98707,Q603K0
99713,Q60CA8
81645,B0WAE3
68958,B7GH28
52890,O52718
154043,A1UU95
93589,P54807
264402,P03270
132392,A2QVS9
292071,A7HP46
220486,B1HMZ6
169156,Q3E833
305691,C1FP34
15413,Q5NPR9
29496,Q973E7
152927,Q595W7
135089,Q74Z26
5751,A3QFI1
184023,B2VIS3
172703,Q0JAA0
128295,B9DU93
264469,O43548
32894,F2Z6D2
257719,Q8S9G6
96494,P33680
67081,Q165Z4
246859,Q62563
75095,Q8FUS3
45557,P05489
81888,B3EAP0
175340,Q899P8
112582,P16784
293958,P47522
296329,P0A1S7
59214,A3DH61
5234,B7JZP4
234388,Q89AE3
141416,A4SI56
33691,P42292
58220,A2A9I7
66360,Q8D2F3
34812,Q3KNL4
238526,Q6L0N2
46903,O47477
254485,A4WKI4
103142,A1B853
293197,Q58633
84088,Q9SLN1
84939,Q5V1P6
115197,P16589
36585,Q9SRQ2
118263,L0N7N1
211778,Q2S930
178812,Q54MC0
286722,P9WMD5
125213,A1K3G9
6801,Q9Y2J4
285738,Q9Z2P8
269556,Q3JPX1
168089,Q83ID9
318107,Q12340
273185,Q8XHV5
199528,P38251
174447,Q16W24
95744,Q7N7A4
168101,P52999
149154,Q8R5N5
135788,A4WCP9
69564,Q9IDV2
251147,A1W7D0
84154,P35143
280635,Q8NQU9
147067,Q54DQ3
51902,Q96MF6
115601,Q5WGU8
4612,Q91FK7
300630,Q8Y0U9
222926,A6QCU6
76568,Q1AW87
239518,Q6NRI5
139222,B8D7L9
176946,P07271
65796,B3PS68
28166,A1IQ68
117561,D2HEW7
108122,Q6CZD1
297213,P9WKB2
37229,Q04IM5
135755,Q75CZ2
45796,Q8XZR2
240529,Q9SIW3
207348,Q833P5
203848,A6Q169
273635,B8CJF1
204470,B8G1W9
132194,Q4A009
100094,B2I5X9
36913,P77829
50627,Q9THD6
182644,P0C8Q2
140591,Q8NNN2
39846,Q588U8
137947,Q3ICG0
141251,Q97LP4
151179,Q2IG29
273807,P36629
139050,Q2JV74
289612,B2HCV2
271336,Q7VE26
174395,Q02037
197885,P45273
276323,B9DK59
202239,B1VKC9
164919,Q3AV08
18900,Q2KU35
247439,Q7VJX1
203970,O28359
247741,O57590
134494,Q9VAY3
22659,Q5AR46
67846,B2V4R3
265353,Q2PIU8
257404,Q6MBK1
131474,B8NVK8
149561,Q6DLR9
190936,Q8PV88
316451,B6ELG5
80729,Q9P9I1
7534,Q2NER8
42744,P14204
96132,Q68CZ6
230225,Q4QLU2
70066,Q03096
211856,Q8K950
88223,P13203
248439,P50061
183155,P05445
293011,P58023
19664,A0LDW8
44403,A3M6L7
305128,B5ZBZ7
226572,C0RF74
119496,A6SZ14
316337,Q7XKF4
88527,P15518
205654,A7FLE8
270453,Q28820
120848,B1VFW6
196500,Q8YMF7
240066,Q8BXT9
227585,C6A163
229826,B3EFU4
23729,B4S6E3
145014,Q6G2J9
5911,Q8SRV5
246807,P47294
45766,Q62HU2
254426,Q1AS60
20612,A0JV26
249926,A0LRU4
30918,Q7SDV9
239246,Q07H95
135878,Q9VIK9
24150,P05804
47981,B8GVW2
219748,Q2EEX2
260814,Q0TUS0
142328,Q3SPJ0
113904,P79703
252718,Q5L8W2
196937,A0LV04
58646,Q8MQH7
198742,A8EW70
92971,B7VJI1
251703,Q09273
21784,O80689
251031,Q21UQ9
175351,Q3AMI3
75982,A1IGX5
204022,P54033
166741,Q8K2H2
63955,Q96CJ1
221795,A4VZM9
299826,P61788
280562,Q9Z7N9
78843,A6VGC7
313986,O60073
154836,P83690
196713,P48271
43100,Q2JWJ9
201778,Q8TZE2
110577,A7TGK3
148223,Q02R92
190671,Q7M8I0
161728,Q07896
141939,P84865
152688,P70727
256640,P23612
312297,P54446
74134,Q65HJ0
196353,Q83944
107934,Q9VQS5
147409,Q8G4N5
77216,O80777
229669,Q3ASF5
119151,Q8BFT6
50028,B6HIM5
310095,P53093
226496,A5FVN5
105595,P20596
16183,Q4A0N1
265974,Q03566
231712,Q7VMF1
173560,P53124
106328,A8MGE1
163054,Q2YA24
71285,Q03131
193340,A6UX13
233775,Q1QNV1
206555,Q2W2H9
77765,Q50228
74861,B7J9T2
262870,Q9SMR2
119137,Q3JZV8
307340,A8FB51
123786,A5UDX6
227451,B0SH21
51758,B0C0A5
104931,Q4ZLW7
177221,Q9U637
298894,Q4L920
272947,F4I1A6
205330,Q3MCZ8
303998,O66906
146287,Q24Y92
164419,Q9QJ17
41748,O32619
6208,A6X259
1854,Q73G53
116140,Q80XH2
122928,A9H271
112709,A4RSQ6
14292,B0CBF7
172800,P59067
56644,Q8N8Z6
155555,Q54JW0
176546,Q8CUU4
202248,P51314
228996,B2KCQ1
275147,A9HZS2
42497,O35206
223623,Q89B08
275505,Q2YQD8
188372,P44797
37856,Q9Y708
158468,Q51701
145256,A5GPT3
176309,C1DTW6
93996,Q6FMT6
36876,P14298
110486,Q8TPV2
269730,Q6GQ39
291866,Q7VXB5
130741,Q3SIR4
44481,Q9EVX1
27606,Q2TA11
88308,Q0I6E5
232844,Q3TD16
150941,Q03HR3
195852,A6V2F6
313767,Q5HMD1
138388,Q9UT75
138044,Q12PR8
189384,P0DPB0
78743,Q04AM0
12837,Q6FBI3
97667,D7PI14
276883,Q9LDN2
270517,Q8LCH9
23819,B4S6E4
192824,A6L8V3
174745,A0T0T7
236065,Q3YRC9
4221,P27747
274383,A5GFT6
34467,Q39ZP6
138848,Q6DJF8
310102,Q7SXS2
189177,P39682
78949,A3DN28
92499,P34898
164273,Q9YUD4
242009,P52932
74864,A5UHR4
236473,C5A594
315146,C0H435
255646,Q2PFW6
61958,B0TQ89
4575,P05080
51619,Q9MLJ7
154980,Q4IQX3
241948,P26773
2061,Q92337
28431,P17885
132019,P16527
94930,B7JYG9
26085,A8FCX1
148672,P29294
68226,Q54TM7
23031,I1RF55
14938,Q9HBK9
144456,Q57407
56324,A8F670
204566,B1VAN0
269436,Q15P51
227979,Q20F06
192402,B1LCN9
310436,Q57967
117457,A1UK02
212863,P73292
184144,Q9X1H5
149980,Q5KWQ2
69852,Q77377
189733,P86776
184243,B1I197
57106,Q7CS13
236803,A0LUK7
126816,O87952
231478,A0B9V0
195201,A1K2H5
172506,Q57SD8
60687,Q2LTN8
200800,B8EI32
142687,P02804
306410,P42961
160280,Q86516
18304,Q6LVE5
52667,Q58DC2
72584,A1KXW8
27209,Q9Z5D7
266180,Q6P2B1
204766,A1ALU8
49690,P0C565
54382,Q9Z0Y1
283206,C5BDG8
59000,B2UL69
249406,A2BTZ9
217891,A8LPD1
212579,B0K775
136751,A8MD44
141342,Q3ANV5
131988,A1SSC6
9183,C3K5U8
14829,A5GF08
24542,B3QLR7
107850,Q72PK8
170540,Q9VJS7
198871,Q6ABP6
180599,Q8SQP9
299925,A1UFZ7
296802,P43782
81490,P71333
59464,Q65199
124059,D0ZBY2
264166,Q9ZHI1
234049,Q8U0P4
318086,O48626
277797,Q3UP75
217623,Q6AZN4
108693,B4SW22
135400,Q6MLC6
295926,Q8AA22
56278,P26982
24471,P11988
175980,Q02JF1
28155,G4RJY5
88968,Q9UXT1
162969,Q9QZS3
84129,Q5W659
238863,Q21NG8
184472,B7UXT0
150965,Q7RZA5
118547,Q0C4D8
164927,F1NSM7
197554,Q8X3T0
301566,Q58587
45241,Q2JR54
235555,Q1WT95
196231,B2VHF1
290805,Q58919
271892,A9BD24
3051,P0CT06
164013,Q3Z8B3
23533,P46844
231790,A8ACP6
198341,Q60A21
289131,P14327
258292,Q492J8
226577,B3ED33
23838,A5CVF9
208860,Q661D1
224050,Q2JUX6
131848,Q82Z76
2756,A2Z212
275305,Q18LD9
19233,A5V3M9
299087,O66966
302296,B3QL06
65599,Q6PAL1
262077,Q1LU45
41396,Q16281
228365,C5CD67
249264,B8LTU5
10352,Q7RZK7
79169,P07480
2396,A5I4N7
203585,Q8PNR8
30239,Q149G0
193322,Q9RSE6
282445,Q196W9
34850,Q503V3
52554,Q3IZB6
93729,O54713
187826,Q9STT1
293490,Q8KBW7
29759,O74435
269054,A2RL47
63651,Q6MFP4
266422,A6NGC4
128558,Q38W39
198321,B5E4K5
41638,Q9S2R1
90043,Q9LZI9
261428,Q5BK49
273409,Q0HA38
13161,P38939
38818,Q8N715
257893,A7ZEH3
137218,O02042
316938,P42112
59319,B7PP17
134499,A6NFX1
276858,P52475
210426,Q5P314
193171,Q7VLY1
280422,W5U5X5
246420,P49051
300199,Q869Q0
150341,Q7VKK0
313702,O13533
229017,A1AXN9
136246,P54746
96597,P01999
47385,B1I544
21562,C7BGW7
105523,P64419
64544,B8D9L0
17808,Q06SG8
225904,B2UNG3
43566,B2FIV8
190322,Q1GAD3
170987,A6VXM3
165600,Q2TBI8
49085,Q12586
248680,Q9BX66
34197,Q9IB86
256307,P37984
75769,P00200
240211,Q5HA05
91531,Q3A934
15332,Q4PH16
282624,P07545
165026,A8QW53
297644,Q8XJP5
247469,Q2JM08
24126,B4SHW1
254244,B1L7J9
255419,Q8N3V7
3087,P02716
35480,P37852
106792,B7VJT0
273590,Q74C11
38405,A4QN01
292293,Q8DJM9
47330,B1M860
43277,P59954
219344,Q3K2X6
77801,Q9ZPE4
137298,C6DBP5
209531,Q9HIS4
47513,P0A386
168906,Q21F95
78631,Q2GHD8
264098,B0SE83
3337,P00813
219669,P87048
10993,Q1PS23
54408,Q5YUA1
306139,O29347
318012,A6QQW0
268970,Q8SU25
135429,A8L6J8
263142,Q5Z6N9
287528,O83052
41526,Q8DKG1
160004,B9LML7
3748,D4B0N9
278775,Q1Q8B2
287132,A2SPT1
218002,P19684
30990,Q28GP0
159761,Q9HWC4
127893,Q9W7K5
192969,Q30XN3
242821,O75602
316077,Q08748
291544,Q8U7Y1
271798,Q7MBD6
248280,A1AZF8
313763,P40539
74036,O42127
270220,C1AT55
294506,Q0S2B2
213145,Q3IMY1
265959,Q96H15
167503,Q8NGE5
237588,O29714
71192,P90755
160956,Q09847
17857,Q14K07
137239,Q16TJ7
197521,A7ML62
13813,Q6Z6L4
154089,A5PJ93
23827,Q70XU9
8598,P36992
175955,Q9SQQ9
36770,Q92197
161213,Q0A776
286326,Q8L9A9
8128,Q94AL9
108801,P35309
175672,Q02286
16608,C4LAE7
309525,O06010
159919,A7N0G2
28376,Q8RXN9
186682,Q2EY14
276320,A4FFN9
208724,Q6A7V3
300399,Q58128
176290,A8F725
30282,P32232
23579,E4QJB8
22047,Q2SJK9
153992,Q3ACA6
233592,A0A084AFG9
258391,Q81ZS7
221742,Q8PVT0
164383,Q9A653
90925,P58353
159937,A5DG41
252172,P26686
143407,A5GMJ9
76112,O58286
240577,Q5YQS7
274743,Q084N6
159519,A1BF35
10637,Q87YX3
20316,Q16AM8
108441,O46673
30348,Q2TA00
254807,Q21YZ5
229069,P58234
177975,B8ZRA3
3989,Q38V63
315978,P32426
148464,Q9A196
309411,O34774
158887,Q8KX40
281433,Q0RJJ1
59805,Q5U2P0
284917,P28099
163891,Q5E9P5
84920,Q2RGY4
217622,Q6DGM3
294868,Q2YPC3
220242,Q7ZW16
53358,P85213
95051,Q46262
54810,Q91VC0
197591,Q9ZLS9
288039,Q5WIE4
112370,P38954
81826,P02698
158892,Q0H8Y8
167606,Q5NR23
315379,Q9JMR6
41806,B4KZ16
142131,Q1D0T1
192945,A4YCP2
49088,P21595
315728,O34927
184899,B3QWC0
223957,Q30TU7
117689,Q8IVT5
124156,Q21SY0
5168,P14913
57152,P86973
11304,Q15RT2
246061,P27217
82982,O86810
91865,Q0C0I5
29075,P51587
282611,Q04972
45935,Q9DAZ5
7233,B5Y1Y0
121423,Q54RF5
61600,Q7UXK9
131591,B7VGZ3
292745,Q57756
287247,P03124
145235,Q46865
69876,Q08CY9
200315,Q4R525
247733,Q8ZBP9
207960,P82194
124682,C1GMY8
126907,A6H1P7
142784,Q7XR61
121636,Q1GSZ7
287944,Q836B1
153795,Q9BS92
45916,P81991
246049,Q65HX2
285382,Q07836
204870,A6LPS7
205969,C6C192
19521,Q2GHX4
272521,B1KKN8
106534,Q5LST2
181914,P38148
139412,P57945
297431,P43998
152568,A4YC18
276817,Q17QU6
273956,Q1Q996
306233,P89495
171889,Q51955
210143,A4WDX1
144168,Q9H867
306959,P34587
119710,Q3B7M1
139448,B1L008
135939,Q98PM0
69867,Q85646
40115,Q8YM56
153787,Q9ZVC2
158139,Q7VZQ2
17398,B2GLY8
229028,C0R300
68389,P15797
9595,B0JSC7
185448,Q7WHP1
213458,P59671
249865,Q5TH74
159567,A0QJV4
75925,P37098
186726,Q3BAM0
20795,O44441
191557,A6Q446
110458,Q0BS26
32153,F5HAC7
259305,Q04372
267849,Q06AK7
72549,Q28J59
69706,B0X6P7
314710,Q2V2P0
231416,A5UL83
177261,Q3KM61
158435,O26834
215,Q2KJF1
240332,Q3Y4E2
141898,Q1C7U0
56122,P05034
266122,Q6IQC7
83532,B1JTU4
232478,Q7UEY4
8795,Q18LC9
186023,Q9CKN5
13312,D3AXF4
250846,Q1AVL3
19803,A8J785
160692,A0AT28
151810,Q1LTQ0
177046,Q9HVQ7
301345,Q24TX3
61441,A8FVT2
266135,P21580
191291,Q834E0
130241,Q9TIQ5
277844,P09835
211595,A7I2Z9
31119,Q9Y232
167175,P0DMU2
231167,A4G1U7
220951,Q8N7C7
32697,Q31QX6
48375,Q6IYG6
76690,Q8L7H1
250506,O94714
307824,O31582
257819,A9B9E5
92291,A6VMR9
206911,P51073
63728,Q28CX0
224767,Q9X6Y2
40098,Q59ST8
201331,B8ZTP0
316042,P51700
181495,Q9LX83
262255,O17482
81358,Q54DP3
47860,Q6FZ13
170845,Q98CL7
96372,A8XT16
90096,B7ZQJ9
250499,Q4R3V2
169316,Q57EU9
35313,A9KC14
182823,Q19857
128057,Q9EVI0
216595,Q82XV4
154548,D5FM37
106941,P42084
25661,Q8N9W6
2787,Q497M3
249048,Q06BH3
98633,Q3INY2
6278,P69327
71731,Q1W209
48389,Q35506
136821,Q4KBU0
36305,A2Y4B6
106514,Q0BTI5
51809,Q01741
255892,Q197W8
76539,Q1RMK1
143343,Q492R5
178532,Q9LXD9
117682,P46871
142692,P17512
185652,Q29RK2
127417,Q9A6Z7
225075,Q4A5C0
104080,C0QLA8
291285,Q06372
64457,P31442
126306,D3EBC1
211071,P57691
124808,A5WCD6
1941,P28566
103023,Q9T012
296801,Q59016
255444,B0UUF1
224918,Q9FSD9
227327,Q3A9S9
316558,Q03697
94741,Q8R0J8
136709,Q6MCB5
278308,B7IGB4
140503,Q75KK8
137190,Q5BBM5
251797,A9BD59
162078,A2T383
310649,A0M6J8
77464,Q89HV6
247803,E9F8M0
248168,A1BJB6
203822,Q3ABS9
161923,Q1E1H4
39771,Q09602
290013,Q8CHN3
8089,Q3L6L9
295684,P55532
284081,Q8XP15
240293,P49461
300501,Q54SJ4
230343,A4FWA1
149972,Q6UEF0
287738,P44103
77132,B0JZ89
45608,Q03440
303583,P73455
190051,Q8C494
92210,O15499
57426,A5VQ53
53495,Q19264
308750,Q8X616
123891,O34398
84460,Q9VVY3
135675,D4D675
12723,A5G270
238389,P27218
260651,Q8E2J5
211054,A6LMW8
168580,P40091
101496,Q8XBW0
118326,Q2FF09
154914,Q6AB77
290775,Q9FX99
101106,Q9Y662
205591,Q8VYC8
273122,A5WBX0
101023,Q03GY5
112184,Q60I29
191383,A4VGS1
85928,Q99819
81810,Q9ZVI7
152180,Q67QZ1
28087,Q0SPY4
86830,A8AZD8
286735,A4VVT7
281114,P06927
210259,Q4QLA4
313532,P40761
100482,A7GYN6
296623,O80543
167131,P83286
153521,Q96FI4
317075,B3H276
195117,P39315
228740,Q67PR8
134172,Q6BKB5
122066,B9LR22
117238,Q940Q8
193183,A1APZ3
140852,Q8N565
175337,Q8RB44
155291,Q75B78
131161,B5EDX8
235842,Q0ALX7
9697,B4RXM9
108093,C4LJH6
144441,P04358
302664,O28467
106746,Q5QWP8
995,Q9J551
147025,P18590
295932,C1B1K2
233615,Q3A9R1
314150,Q45062
33647,P29963
11875,P19080
234484,P62659
284897,Q47NB8
87160,Q9FJ10
232278,A1T0C5
301920,Q5WH79
241404,Q9RA96
26597,Q7K480
287032,Q02YE3
85501,Q9ERG3
254582,B1YCS2
15600,Q828A5
26484,A6QBZ9
75656,Q8LB33
280374,P01740
287574,P47261
112401,Q3Z9E9
293034,Q58461
58475,P38821
190157,A5GR14
278074,H2A0M9
188327,P38024
71789,P9WNG9
272724,P35448
231627,B1Y9T9
4355,Q9JID6
226775,Q73H90
206091,A6UZH8
261424,Q295T3
136822,O32169
223006,O66251
318300,A7MLI3
214354,O23262
259405,P48428
291112,B4E6D6
4801,Q13131
238733,O35609
138553,Q5VH41
119504,Q8XU10
164497,Q7ZTA7
252777,Q6YQX7
27870,A0NXQ8
107910,P06799
19008,Q9UZR7
71815,Q894G7
278820,Q89863
312873,O13827
290554,Q18AS6
68933,Q74MP4
71183,Q3IQT0
120692,A7X413
57430,Q28S90
103225,A6VXF8
158709,Q57623
268644,F6ZDS4
279830,Q95044
8801,O35298
208133,Q8UFZ7
1264,Q1LTA5
11435,Q17R07
317408,Q12901
198225,Q9T1U3
289857,P35935
294904,A7TE16
209467,Q57BG4
210103,A8H8K9
195992,Q18CS8
289214,P91573
145401,Q6CK58
313333,P0C2N1
313204,P47173
143780,O67788
147146,O59193
55021,Q9FV53
200917,Q5ZBH5
113049,A7ZCQ2
101104,O14792
19940,A9I242
178122,A1TXH7
205514,A5GBX9
286756,Q58676
178199,Q99LV7
296640,P72821
176510,Q8JH92
53310,A7FM64
99158,Q8D8P9
129928,Q8VIK2
242658,Q7NQ72
303428,Q65JQ2
258172,Q58406
8554,B8IEC7
173945,Q46JZ3
27796,Q0CB82
171166,Q38X92
146259,B3CLI3
255565,Q480A9
290089,A6VQS4
13503,A4SD12
70896,A4IR02
181871,Q16821
236098,A7HWR5
75579,A0KK76
1629,A8MJ51
290885,Q5X9X0
205782,Q1J0P2
98361,A8GZG4
97063,Q9Z2G7
43438,O66614
194428,A8GVG9
82232,Q9I929
250094,P68725
240934,A0R008
101097,P19037
34927,Q5K131
303539,C5D657
217765,A8EXS5
279366,B3LLP9
280284,C4XSD3
3022,A6TAC5
244290,Q9H6Q3
220338,Q2LWY9
131823,Q91YK8
165201,B7ZQA9
75102,Q51464
127932,A7X3W1
227823,A8MLE6
210300,Q9ULX5
89820,P83616
99043,Q4K9U1
148139,A5UFH0
37570,A0RYN2
27057,Q3KGD1
301142,Q3V4Q7
293983,P44670
176266,B2TJ61
259244,P31852
125361,P22971
125091,Q6D7M7
232445,Q11QN5
208363,A3DNB7
2524,Q38821
222207,Q9P5X8
92684,Q17X03
5096,Q0U9X3
284894,A4W090
184805,A9I0G7
77315,Q73WP9
113073,Q6FAU1
181317,Q01500
183716,Q8CC86
303050,B8FL92
174539,P59249
84903,B8J405
301617,Q49616
314138,O31801
178775,P42498
111586,A2WZ60
241984,A7RTB3
1245,P84546
237835,B6K0N7
13434,B5XTK9
105564,Q2YDK1
185370,Q46JC7
242358,A1W8Y5
16307,Q3JDS2
221723,Q2K619
197406,Q9A9V5
203946,Q6YRC9
120967,Q8N9T8
144314,A8F7V1
169690,Q5AGV7
164523,A2Q848
203317,Q03942
115528,P0C2F4
173558,Q6F494
47095,P0C1I7
218882,Q2HJF1
14986,Q6ZYM3
255190,P32544
281828,A9MXC2
52235,P00044
261465,Q899F3
88237,G0SEA3
290005,P07527
105954,Q03K81
226525,A9W8P9
314126,P53754
58484,Q9SVC5
239541,Q75CI4
22758,Q0CS61
305659,A3QJT1
248401,Q13884
135323,O94279
243152,B8GWS7
153794,Q944A9
290265,P28120
228492,Q74M65
82067,P25089
313355,O13568
139430,Q8R7S2
24583,Q6D3C1
37734,F5HAI6
155780,A0L6X0
318070,Q55E13
119805,C5CGI1
149946,Q61127
278428,Q6UWH6
169833,P62410
191631,Q3M4S2
202802,Q0P3L6
84083,F1SVL1
287925,A8FSH6
80569,Q92637
95694,A1A4Q3
228606,Q58446
20056,A6LEZ7
58313,B9MJZ0
127521,B2VHX8
73809,K3VJJ1
137894,B4RC70
257418,Q2RU19
54344,P19920
188171,B9DSP2
180400,Q3AF06
28508,A4SPR6
166590,Q8NH05
6144,Q2RXD1
175596,Q0P9C5
46131,Q00IB6
184500,B2V3C3
273975,Q5PL18
31982,Q8C4J0
227097,O01727
62091,B8GIF8
286825,Q3YSX3
13246,B0UA74
45282,Q3AAB2
67233,Q02710
185056,Q02XW4
292681,Q39RP2
246462,P81398
244962,P02976
247569,A9GD65
298868,A9FXA7
141453,C6DZK6
123648,P39130
91992,Q6BUZ2
143112,B8E9M3
215002,Q748Z9
301074,Q8TZF3
205091,A5UWR6
254957,Q6P0T2
75764,Q9UXY2
63734,P27693
203215,Q5FGP4
218904,Q9ZAE7
93381,P48639
313075,Q8EU91
244865,Q6BQZ1
257882,A5VI99
211171,P93311
5756,P23979
196938,Q9JRP9
72790,B2GAM0
61380,Q2V3L0
61583,B9L0U6
279472,Q2NSL7
151322,Q1RGP6
287589,O10282
85704,B0TWZ7
261696,A1AKQ8
152517,Q96EH8
162138,Q5SCZ9
103569,Q8EFB1
217950,Q0SMA2
229274,Q46X20
43458,Q8RGX1
238506,Q9KGE8
84820,Q2FUA4
257140,Q7KWQ2
128822,Q68EY3
74133,Q8UHD5
64400,A4QZL9
316922,O32189
146992,O40979
87055,Q0CCX6
232665,B8E088
204710,B4R8N6
173372,P19135
151614,B1WQL2
190203,Q5DTT2
139271,B4EVV5
213499,C4Z2T1
92172,A4VZB4
285219,Q9ENL0
247712,Q07N44
148022,Q2W0H5
300367,Q6MDL5
103307,Q0AGS2
176185,Q6D157
80034,C5DZA9
93287,A5V5Q2
48228,Q493M5
66352,A3QIQ1
314111,P22904
134476,A3CWM4
94985,Q2V2K5
173894,Q96512
51674,Q7UQW3
56872,Q73QJ5
193280,Q5HQ96
117328,A6VQT5
112908,P39213
110785,Q6FK47
238779,Q66L49
255133,Q07N51
17161,A6ZU07
144039,B7HSK8
228653,A5GVF3
165415,Q330H0
166399,P79953
155558,P22142
129684,Q9FGH2
312811,O14165
225403,A4SUV6
86184,A1K6F9
289900,A6ZKT1
65466,O14124
149616,C6DF26
144789,Q08407
16191,A4WIW6
198902,P0DJO2
34413,Q10MJ1
295808,A1AZJ2
306698,O06748
242930,Q2FFT2
33660,Q5SCB5
54599,Q89X45
76990,P76551
39882,P10815
288543,P39254
102905,Q0AHF6
262493,Q7Z6L1
160181,A8F4K3
187576,O42921
244179,P0DJ93
291336,P51721
295484,A9I0D6
110334,Q12ZJ5
160964,G0S4T0
315723,Q1XDC3
6880,P85074
52136,P52388
53684,Q61488
83958,A1TZN2
282487,Q00105
89701,B2K045
240947,Q9VSL3
48514,B6ELP2
101749,Q4FMH0
196176,O58403
275344,P83438
22016,Q86P48
27138,P57331
294002,A1SRX7
33311,Q5JD44
229958,Q6KI42
116586,O31270
171067,Q4J8L3
228319,Q03EC0
315971,Q1GJX2
68887,Q9SRL4
205462,A0PXV4
33124,Q24572
52137,P23987
218231,Q8KWX4
69928,A3LXF0
34124,O95180
16607,B8GUV7
154264,Q7N1U6
143693,Q26496
42629,O30085
217993,P07909
270771,A8AW02
245418,P91682
252619,Q73HW5
230996,O05392
260454,A8L3U5
226962,P73314
290335,O51035
11350,P94524
186831,P41608
106493,Q083J5
200855,Q0VRV7
23760,Q0A4M9
117360,Q9ZE84
204069,B7K333
177682,A0LMC1
224992,Q02983
247494,Q7MGA3
239805,Q82WE9
201789,Q9A5D6
48368,Q20FQ2
65989,B8GF55
182622,Q9UBT6
222057,Q7MKX1
205547,A9KBL9
257251,A8YVM4
125002,B2AG37
254928,Q5JGH7
38842,B2G721
176585,Q9KQ92
176419,Q02R79
283887,C0HK85
237371,Q5WWK6
245257,P04507
104129,Q28TL1
246228,A1S1L8
113178,Q64P34
293481,Q2RHY2
172547,D4AIS3
220090,F4HZZ4
174058,Q9LK03
242073,P0A1M7
315992,P39383
111226,A4WW80
68608,C5C680
53354,Q9FV54
265939,P39515
89750,Q493U4
98504,O67328
288258,Q92IC9
75123,Q7MQV6
304032,A1RY70
302167,Q65HL2
225283,Q9TLT6
234849,Q2NAK3
78753,A3CZY6
141793,D2B0T1
174383,A1TGX7
51043,O08812
111877,Q64PU1
317176,Q10044
101367,Q87A36
244877,O54233
198932,B3FWT9
115842,Q3IK98
311737,Q566L4
92270,Q53E76
9075,O08691
237320,Q66PY1
279495,Q3LFD5
163085,Q5QVE5
61806,A8F541
41464,C4K764
137099,C5FYJ7
46320,A6NCJ1
277030,Q2JWP0
269911,Q17307
217615,Q9D1P0
280007,Q8TL28
126551,Q899D2
216684,Q9UUC8
141204,Q3K1L5
227271,Q5QWB6
93371,Q8D335
317903,P20183
23399,Q3TZW7
142249,Q72JP9
117863,Q4L872
195059,Q82EQ7
180563,P02616
184516,A6UV34
113290,B2US50
96874,Q833G5
247221,E4V2V9
249900,Q98989
279754,Q19QT9
214187,B8GV57
88499,A4Q8G1
196639,Q3AF82
273707,Q477W2
86272,Q6LYB4
301840,A6USP4
191721,Q9CZE3
191269,A4FBG1
89675,A5F3N4
141627,Q2IYL1
16073,Q9V431
214945,B8HMQ5
26959,P46710
180430,Q5LRY6
223512,A9WHB7
144887,B1M0R9
125712,B0U0J9
264875,Q5REM8
25534,A4QA10
53042,P83376
120136,Q39T72
85907,Q9A354
228400,B3PKA4
232703,B3QFN9
102274,A6VDH4
265690,P9WQ18
18351,Q6PL18
289696,Q91FG5
67497,Q0AYK3
219569,A9LLI7
38693,C5D794
125755,A4XJL4
103077,Q4SBY6
276244,A3PXS4
223339,Q18FY6
6756,Q8CNK7
238464,P0C146
211969,A8F4R2
233210,B1LYT9
312048,P76173
49496,Q5LRS1
285288,Q5HRH4
5138,Q8SQI1
37921,Q5WFS5
194966,A1WKD3
17152,A7TPY4
946,O50523
205348,B7JZA3
258241,A6L7P5
100284,O68877
35601,Q5HL70
223810,B3EUJ7
181656,Q89FG2
128592,Q0VCA3
91864,P34895
13299,P59611
46357,Q9XAD5
177646,P09786
197869,Q6GZQ8
225000,C5DF79
31565,P60889
214421,Q3IHQ6
12752,Q7MYI6
57365,P86253
245238,P77951
288900,P44154
150740,Q0AYB5
155736,A4WBF5
13983,Q59282
217499,Q605A7
273485,A3MU09
94877,E1V8I1
166830,O56834
198908,A1CHC5
313443,P24811
89272,Q985F6
91134,Q9GTW9
266263,P23644
136416,O06993
182469,P08399
